med_inc,avg_test_score
61533.992,4.128195262
38999.199,3.828087069
40999.801,5.012047577
36666.332,2.452387423
87499.5,5.157093259
110095.75,5.009201781
50192.289,4.798933159
70235.805,4.477724294
38647.914,3.381508578
37707.793,4.352316037
89393.359,4.534399326
102358.4,6.381984397
74999,5.699003141
66799.547,5.458135465
61124.926,5.084682365
110744.91,6.276634939
106547.36,7.00737773
99912.195,6.662385471
116963.62,7.247072675
65815.938,4.860592553
34999,3.975141727
87239.094,5.383091282
99502.328,6.491248781
61514.32,4.668895684
68325.133,5.048831004
57200.535,4.445191879
48035.105,4.93358094
70450.125,5.488743255
48124.375,4.421699439
74499.031,5.16374647
33624.277,4.048540417
55078.234,4.834004094
88673.82,5.681736063
52940.883,3.797467239
40874.824,3.474393174
65832.945,5.581268371
41749.648,4.615841453
89582.75,5.861301857
68499.43,5.243938285
79716.789,3.995104261
83847.164,6.279472431
33035.105,3.168448193
29999,3.400012621
142677.86,8.222880634
91427.914,4.982366709
86562.039,5.667899604
50069.199,3.912305902
58845.27,5.162617501
31249.746,5.305360552
39999,3.79562304
43302.508,3.344807361
111211.87,6.364895785
36785.355,3.338351132
39037.652,4.110097349
87349.07,5.362737677
115579.73,6.809025442
71421.258,4.551678296
61730.656,4.768955493
70484,4.672311677
91527.117,5.790668857
149864.59,8.712388506
64599.691,4.637133864
28894.568,3.551125832
86832.859,6.444505975
106961.74,6.754067607
154040.31,8.444675113
48832.566,4.120979677
34686.563,3.77573643
80416.453,4.366855254
53160.605,4.861300917
22499.5,3.143108586
114374.42,6.738831386
70459.828,4.271743472
59750.273,4.635778817
87379.313,5.671104429
63252.797,4.712921217
44374.121,3.448792654
89814.219,5.109893174
22691.77,3.098298899
71313.078,2.420102133
72907.305,5.25741682
46428.285,3.102344318
62499.832,3.72635582
32499.5,4.0852658
43340.918,4.398151177
28749.25,4.385764215
66386.672,4.199333834
96590.047,6.194892127
69563.508,5.081233388
48084.488,4.470858996
123931.97,7.013315869
37934.195,4.942194803
73349.109,4.606211384
48713.539,4.082021863
67799.477,3.802108698
99550.984,6.124842134
133172.75,6.686821033
107923.79,6.471089216
54285.285,5.563429653
44999,4.321163191
45227.227,3.078570528
68953.945,4.72072932
46249.742,4.620855111
49452.234,5.04798342
64302.992,3.560469532
30192.27,4.18803777
77333.242,5.678310195
51030.434,4.020764128
97499.094,4.928699347
60789.422,5.166802629
46666.332,4.211943555
48749.25,4.205463436
105255.47,6.582944093
57776.996,4.311362747
41249.754,5.504601248
51035.934,4.500843521
104868.65,7.386734218
102333.24,5.974917032
35051.953,3.738331075
25416.582,3.482666564
80182.719,5.595070923
60964.848,5.837310208
63848.43,4.926340881
58122.781,5.298030459
47499.5,5.182521137
45833.168,4.654772513
35388.813,3.830309069
52444.199,4.910270368
69402.359,4.957242505
59395.285,5.915005629
91728.656,6.2386845
101999.92,5.182756896
106249.75,5.809235826
94382.344,5.875864203
88499.461,6.364725964
43313.289,4.671567329
91874.32,6.576662634
40616.762,4.032206327
56332.699,2.809887373
36749.648,2.761225226
48157.266,4.225995605
69544.82,5.45699877
43912.262,3.624443228
63267.328,5.024750414
36120.469,4.447916102
156666.53,6.146363196
60947.305,4.591572213
72499.164,4.918667696
64268.945,4.978432881
40028.73,4.190458172
57817.398,3.695495843
51176.352,4.729257048
48295.801,4.179782466
169341.72,7.034607228
50199.98,5.690912743
226335.88,8.614157365
60555.52,4.364278846
66273.617,4.143533463
34856.172,4.012390403
59499.051,6.454119188
38124.371,3.215888085
49083.691,3.646651289
93749.242,5.538641119
108788.71,6.54378879
53912.652,4.887624371
42758.594,3.959253824
46249.75,5.175533538
99165.703,6.665480365
68699.422,4.219027046
93054.836,4.933183276
62571.254,4.982623467
90796.07,5.483786019
73906.836,4.634613563
55999.398,4.080824628
59284.785,5.442134072
54642.395,4.179819278
45166.633,3.795189493
179686.91,7.437136673
49536.129,3.732387178
48499.297,4.567743739
48054.945,4.000118823
33436.813,4.169814007
47124.578,3.585624561
36219.266,4.375517811
37699.461,3.906043844
56713.617,5.394818801
44522.906,5.214470182
79687.313,4.211251073
34582.418,2.679774073
81071.18,5.266581355
28471.529,3.224584132
179192.97,8.256670043
56757.563,4.008567128
49641.926,3.809926308
61985.164,4.964950375
171319.02,7.392903399
139999.39,6.911904345
87659.75,5.713752878
64845.828,4.606603543
56982.063,4.823753551
44229.922,4.521732704
54848,4.209999187
42999.398,3.344685389
67030.781,4.81473851
109868.02,5.858648754
30113.613,3.486095254
41596.066,3.347232735
127499.9,7.116270579
150672.03,6.721476118
50666.602,5.861733134
57777,3.514619783
114999.4,7.228003607
43976.477,4.553529946
36999.602,3.566340424
54047.211,4.274664791
63144.953,4.33390103
34017.055,4.111833147
33220.508,3.28546314
122499.1,6.831877035
69264.086,4.832148081
42894.156,4.446490771
29410.881,2.966969529
68733.594,4.90389298
48927.789,4.516405089
41071.215,4.10672011
101434.37,5.795508011
51738.957,3.90404478
57559.633,4.329097876
33749.25,2.493041896
164062.22,7.477059511
170832.92,8.189261903
50882.266,4.317390207
52124.785,4.066421455
49042.219,4.718146514
121249.15,6.380775012
116734.87,7.186536715
42249.551,4.177294418
205340.14,8.842095319
40928.449,4.105481682
59659.23,4.002978044
179778.81,7.284465581
49749.047,5.214326544
50344.793,4.223546917
118999.24,5.558485653
26785.357,3.679924618
80178.367,5.856056254
64528,5.293044248
42955.93,3.510214203
41077.766,3.852195302
47899.418,4.560459069
57579.887,4.745329975
65296.039,4.232618075
41999.602,5.909694199
40624.875,4.412952769
32916.082,2.653974534
56773.516,5.004573609
83522.391,4.763571092
95999.164,5.545551383
84145.977,5.582247244
45547.836,4.146186081
67499.492,4.440426352
87091.352,5.895653747
34999,3.514139194
53845.77,4.898625596
82499.703,5.583615363
42582.816,4.157268867
92028.305,6.116591034
71103.906,5.214887375
202675.16,8.004087477
35532.68,3.918330175
53499.648,3.643660363
86666.203,5.604777008
54736.367,5.017732041
147385.47,7.458342105
100735.27,6.432915618
58499.148,6.276784565
37549.492,3.805060519
41874.625,4.328502184
42916.086,3.028732176
51142.742,4.117108954
63994.297,5.16482091
46499.699,3.854535
40333.266,3.450351297
43668.992,3.708867622
95832.492,7.952594278
56587.578,4.181635222
103193.15,5.848594373
166525.09,7.89169746
100284.08,6.422055326
51372.996,3.838128328
84201.023,5.070690001
44966.113,4.644977508
59999,5.062895998
83124.672,5.208220667
58079.191,4.366070641
35404.332,3.799790805
70196.438,4.778757775
67044.984,5.821142742
83432.883,5.1079926
59999,4.021587886
49374.125,4.644346542
69713.641,4.753180598
35762.559,4.566808148
38436.816,3.563338502
76397,5.274456862
82735.344,4.782907168
37666.133,3.791505963
79004.688,4.731757074
88135.063,6.780868768
49660.832,3.847261311
75668.875,5.517445513
91102.961,5.553403702
103999.84,5.5092973
84687.109,5.799246824
57208.578,3.42172102
66395.281,4.592077602
99336.148,5.803790784
75147.055,4.234435507
83076.602,4.996681928
91666,6.011695124
144206.55,7.240891067
30999.801,4.768813612
56666,5.491179513
40845.285,4.100793568
73643.664,4.571913499
79366.266,5.863440534
53333,3.634426675
54606.281,4.685625739
85755.383,5.189444342
83928.211,5.072622723
50125.77,4.068205674
24374.125,2.821749577
80396.875,5.353186883
64499.703,4.556221214
77438.93,4.993170319
220877.19,8.224921181
47499.5,3.83126283
53442.77,3.523863737
68136.711,6.817516712
86183.766,4.479222324
92577.422,6.22216978
33749.25,4.428463541
59999,4.871796157
49065.855,3.821574049
32726.727,4.07580983
43048.172,4.055365124
45040.316,3.753860327
191548.47,8.309741109
39374.125,3.245630324
34374.125,4.318339529
159152.81,7.540642126
53717.578,4.274281425
43931.504,4.187948365
36093.531,2.857732914
55999.398,4.447466612
62499.836,3.927825518
37101.852,3.832469025
64999.66,5.517692533
80555.336,5.241587068
212111.8,8.029050936
43436.809,4.302056557
60249.984,4.653660712
65832.945,5.28596166
93896.305,5.50245247
51434.285,3.853124839
28749.25,2.93555573
94622.508,6.162615691
101111.07,5.945875175
62187.352,5.302843452
35416.582,3.997007681
83499.656,5.596291299
63749.75,5.633743182
92612.93,4.934453052
98372.359,5.791783328
34499.102,3.265928605
40714.141,5.150381159
88157.367,5.13194897
60477.238,4.947611414
50825.043,3.854433688
43749.25,4.660670113
75208.328,3.379451597
213137.25,7.937589598
112023.33,6.905009847
28915.883,2.753066172
78372.883,5.23200945
191665.84,7.578017456
53878.922,3.311329374
35702.984,4.295578123
50555.496,4.969063926
75951.406,5.3446743
57468.387,4.542184938
194443.55,8.018245835
30499.902,2.684868264
111805.08,6.456523933
48908.059,3.81799939
57332.602,5.718018907
25624.875,3.027438815
103333.2,5.952517894
58824.617,3.852321709
65538.094,4.63161077
72832.477,6.011214159
62117.508,4.433583591
43999.199,4.594303371
65027.137,3.507360232
82111.781,5.384694742
67499.5,4.563824348
60957.965,4.893694065
42846.652,3.734296489
29832.367,4.653330555
41249.75,4.545532179
50833.25,4.257064043
97811.594,5.133713735
65148.305,4.46879391
49037.656,5.615035753
88051.688,5.994825171
221428.56,7.68224024
31499.699,2.285883152
60999.93,5.018927703
41293.988,4.473817834
100764.43,6.067451002
64933.883,4.521757278
42062.691,3.722259402
78999.836,5.04379685
38023.387,3.656026312
87233.555,5.193113381
169166.28,6.76853164
54999.5,5.057931548
62520.023,5.226348072
65624.625,5.594674285
47414.773,3.839444901
75276.094,5.125571355
64280.203,4.881077435
57905.195,4.003852323
59573.508,4.01743118
98436.57,5.385862992
79303.102,5.809539112
191303.52,8.301032873
64420.758,6.032273957
105681.59,5.835135682
38635.637,4.194884087
155277.67,6.19711201
31071.215,3.016210405
46999.602,4.962063864
154131.8,7.483679805
44017.055,4.297046259
54646.594,5.188090832
48222.246,4.057136362
51458.184,4.842646447
81186.617,5.647212824
80063.664,5.358222818
82812.188,6.083645993
74888.711,5.253757588
98978.633,6.457557332
41249.75,4.460374655
54897.469,4.06372348
53104.953,4.786901202
65240.965,7.381272351
73305.563,5.651470531
213071.89,8.829040543
102833.22,6.034462559
35178.535,4.543745137
52962.664,5.110314516
46499.699,4.970677995
34249.152,3.865858005
41648.605,4.555109794
47999.398,4.728510401
34749.047,3.753961067
63249.785,4.415591427
56735.434,6.142868809
57499.25,5.089740748
65999.609,4.916038859
56010.633,4.765480838
82075.188,5.069007644
43484.152,4.648538865
90854.477,5.483456081
70825.891,4.764014847
144753.31,7.750474671
47272.273,3.800390739
73124.125,5.286703654
57499.246,4.217996873
67758.109,3.909295167
49165.836,5.423652065
81071.18,5.241000462
55453.996,5.20589076
47499.5,4.314641777
40851.477,4.476777467
92465.516,7.512870716
83737.516,5.232600507
55602.887,3.916989251
61416.574,4.361388347
54444,3.461424972
72749.148,6.304459385
135416.25,5.686821313
62083.195,5.261302545
36531.953,3.716570875
51551.566,4.678023871
37499.5,3.333292453
33499.301,1.474410556
27499.5,3.742823686
74683.234,5.390827962
81327.875,4.181645981
41832.965,5.555945455
36636.035,3.327030666
80020.289,5.347799032
70311.813,4.32257923
55143.164,4.717095859
58438.871,5.051421509
42568.93,3.800470559
75320.5,5.463564644
54755.621,4.592853758
72811.648,6.88198021
95088.484,5.731719092
21166.434,3.269634949
32499.5,3.694576848
42332.867,3.910710565
84987.039,6.146150445
33499.301,3.425712348
85647.719,5.316594734
34999,4.58015536
45531.809,4.259902666
35111.09,4.032768337
81249.75,5.986368573
77499.898,5.774307446
48832.566,6.609246927
44953.555,3.726185769
124797.39,7.139001349
53999.602,3.250161668
74499.031,4.885077516
63356.918,4.99169652
44374.125,4.600361723
57800.27,3.730120702
68240.898,5.111027889
45967.551,4.204519208
25357.07,2.54893229
52950.016,4.457411593
59764.98,4.835715545
105753.74,6.852615286
96496.391,7.253737173
37124.578,3.312150994
42999.398,3.668932066
49674.992,4.354466197
173863.16,6.527709339
91666.008,6.601914599
29832.367,4.183476905
26405.969,4.230677729
71717.969,5.362325375
33999.199,2.77887086
80335.148,5.128455258
78084.289,5.076109198
58377.539,5.28518689
42199.559,3.18979342
31777.422,2.9947846
57249.277,3.176700018
50368.383,5.036956977
54662.457,4.236070946
94568.336,4.673888176
47953.953,3.733679946
57142.145,3.821284357
47762.605,3.807535115
77916.555,6.475112137
36805.195,3.821437239
58888,4.124855869
29999,4.221331111
77205.789,5.465259433
34332.465,3.433511879
59660.051,4.293063204
228529.41,8.086837501
23749.25,3.151069805
62515.961,5.387354641
40066.652,4.796605488
53159.195,4.861503627
77736.211,4.901133332
109595.58,7.732346569
28166.033,3.088610341
55295.035,4.582403983
89999.398,4.133126963
65624.625,4.464198513
92499.297,5.995130932
45772.574,5.781652999
62769.047,5.751400907
104218.58,7.258368535
38049.391,4.239682304
56599.34,6.10437273
38570.715,5.496280625
54454.098,5.87096398
112646.55,7.219268734
60865.328,5.461845842
41088.219,4.500229363
89870.094,7.014138808
71463.523,6.241933545
81034.242,5.779610661
100415.73,7.369242459
76967.133,5.678972146
53823.148,5.207775309
52615.121,6.057605824
51785.535,5.377263208
68624.422,6.106649545
52777.5,5.522425534
50166.648,5.934686185
29499.1,4.449371008
85874.711,6.866496785
105040.12,7.986884189
68671.297,6.572694771
65999.602,5.537982799
51974.727,5.980247861
47499.5,4.963249438
47124.574,5.6716384
44624.074,6.077424492
40999.801,5.938350796
49443.555,6.167194974
42291.207,4.928004263
52699.73,6.175986042
44070.613,3.97603604
113895.44,7.297749408
62241.23,6.454316201
69697.625,6.239140089
82175.641,6.875351155
93236.977,6.197389131
54582.875,5.146988832
38263.238,5.097484034
77616.172,6.333362014
77818.188,6.386313537
33681.898,5.421132614
76699.719,7.116868506
