med_inc,avg_test_score
57499.25,5.043536243
74165.727,5.26022801
57499.246,5.494219318
41999.598,4.348724446
37499.5,4.168497106
87499.5,5.878270029
68170.508,5.064061933
39165.836,6.029248861
99120.125,6.967649244
68249.453,6.825773736
50526.262,5.878345261
41333.066,4.922477187
42726.727,6.161142723
52499.75,5.212573495
57999.199,5.861264248
79711.852,6.847882825
62658.914,6.857343675
63837.98,5.992504471
72286.414,6.890677005
56427.93,5.508035431
50131.566,5.847547172
60916.605,5.811826959
44557.914,5.891144792
56874.313,6.024834022
53737.492,6.535942101
52999.699,5.51011056
58249.172,6.50746732
58845.27,5.869737023
74399.039,6.540038213
54999.5,5.864077321
60749.949,6.053410434
56859.777,5.983616259
89400.008,7.324565742
60833.277,5.975654808
63157.684,5.643122049
31999.6,4.675628465
117908.38,8.070157635
41249.746,4.778657854
70362.945,6.125101233
62999.801,6.64504882
53499.648,5.648074041
97404.758,7.004331299
59090,6.271321282
56249.375,6.107591785
56606.48,5.534684491
61562.398,6.307911373
41640.297,5.690226749
70362.945,6.484861833
31922.693,5.20771385
83636.016,6.350579486
65571.055,5.962773782
70799.281,5.952043743
63264.488,6.170619095
48044.844,5.627025101
69230.156,6.325101193
52249.773,5.394890971
61799.879,6.124134366
48665.934,6.310108634
53030,5.946944633
78353.523,6.901427393
48054.945,5.723187639
79952.633,6.304620817
51052.527,6.003634884
54040.691,5.387759508
64075.816,6.345167053
62092.883,6.141832858
81529.586,6.537193857
128389.7,7.678916697
59098.188,5.684561348
27499.502,4.262786233
46249.75,5.378217618
61571.324,6.102046681
57110.398,5.745520096
51110.996,5.808503295
68482.195,6.096664644
53333,5.667443481
59544.5,5.828160555
64124.727,6.004821469
74399.039,6.201521694
31922.693,5.65276086
58262.328,5.730566857
49999,5.530573654
43587.992,5.016541169
52999.699,4.936979945
54090.5,5.249403398
50980.297,5.197151609
63586.719,6.615243661
43471.527,5.970693135
52856.859,5.565931797
41428.285,5.349491063
51904.57,4.770113448
62126.723,6.021480254
52105.051,5.550678722
77196.883,6.024078043
73081.836,6.619059473
56110.5,5.787437333
56272.102,6.005857186
57691.535,5.627403638
26472.574,4.046205337
39894.852,4.994701847
50043.102,5.551165417
75441.156,6.567447413
60197.355,5.92478867
65999.602,6.081368219
51351.215,6.51525887
60703.082,6.318305202
61381.484,5.517030753
57893.945,5.821682239
50818.102,5.619281783
65999.602,6.476520784
38983.578,4.561711923
83035.391,6.0676149
73499.102,6.513721877
55499.449,6.021684746
63031.711,6.262052996
65332.977,5.838157943
34842.781,5.268580025
55061.223,6.157869439
26252.168,4.372958033
51315.66,6.005991959
47082.914,6.323288761
46105.547,5.864269647
66412.617,6.193691616
37249.551,5.204397102
38332.668,5.160244238
40740.594,5.548444393
87499.5,6.368269292
42023.402,4.852078766
51617.484,5.428023516
54360.676,5.707530445
60391.766,6.351883394
69177.961,5.405396801
54999.504,5.738585263
61967.082,6.161535801
70749.281,6.087337145
48436.813,5.850777769
39794.961,5.242834603
61894.609,6.151267337
57849.215,6.08874929
54999.496,5.767426266
53191.168,5.683518139
55369.832,5.913993994
48675.734,6.110271641
33686.762,4.919176176
59868.578,5.936844677
59083.602,5.928707949
37943.855,5.127196438
67111.594,6.241523388
60899.941,6.021025271
73976.344,6.704418623
47999.398,5.951683005
49304.691,5.617194707
46176.234,5.561804312
62068.828,5.811281603
54999.5,6.021818864
54041.262,6.69016867
68448.805,6.225386824
77122.555,6.441549269
71391.641,6.176316853
63692.063,6.190731363
34005.609,5.153765727
94278.891,6.898651738
62549.828,5.937412578
60764.512,6.118273936
46573.758,5.857560796
68999.398,5.770554957
62678.395,6.295367807
59826.602,6.404856862
85089.953,6.918761286
50303,6.034572076
46249.75,6.283257995
58213.469,5.939733042
42618.523,5.37182737
47045.047,5.705842737
41950.828,5.54558523
48899.219,5.770707445
68417.805,5.636967423
66655.805,5.68081295
76467.336,6.47081308
62205.734,5.732815123
70665.953,7.220207094
77119.477,5.437418171
52777.5,5.059720977
76926.156,7.127975326
71895.758,6.53253579
60576.883,5.63249449
57367.68,5.163881523
64178.293,5.671684955
67749.484,6.454169683
84911.219,6.747016316
65124.656,6.25409259
72655.406,6.360015999
76744.117,6.277329544
37916.082,5.471613766
44790.711,5.989618027
46428.285,5.730707942
84038.891,7.157599118
53818.516,6.046452772
39665.73,5.972808241
57630.813,5.850587468
49045.582,5.140448917
55099.492,6.065332053
63749.75,7.039713415
76803.203,6.99031325
55936.906,6.170711268
60703.078,5.952480526
57277.051,6.154358479
68941.711,6.354328345
48927.789,5.731874072
54181.398,5.565199331
67733.859,5.627351063
59410.824,5.714572402
59508.852,5.747467355
42499.5,5.297502793
60833.277,5.6034299
44443.555,6.178621473
49165.836,5.363994525
55773.23,5.307689947
71811.711,6.406464041
55293.59,5.960714793
34906.426,5.611926568
59175.555,6.163067512
42499.5,5.319886447
50861.984,5.510467592
47691.77,5.54145243
49061.688,5.247248556
45277.723,6.500118956
50857.055,5.570568926
71920.258,5.902125716
43946.578,6.276076165
39862.66,4.740342114
78124.875,6.30533762
58774.637,5.959581213
70820.703,5.599743104
62277.629,6.230152399
71194.906,6.202793071
60592.066,6.339991193
52333.102,6.189566611
73999.07,5.80251698
62678.391,6.376676649
52646.797,6.118736097
52791.387,5.541885135
54999.5,5.445111143
62312.348,7.166168704
102918.01,7.327985074
67349.508,5.599634942
81071.188,6.421111945
59665.699,5.794652961
49306.832,5.971104966
53333,5.358629105
72612.797,6.012667746
50555.5,6.01883626
52214.063,6.445736693
45499.898,5.286516972
42811.938,6.427420323
50961.441,5.826832451
60456.492,6.251693741
61224.406,5.908603528
85529.242,6.262299031
52961.242,5.659298836
49090.09,5.380938736
57499.25,6.49058609
67887.406,6.251662593
45681.684,5.56185189
64038.191,5.993512496
68666.086,5.903240347
73124.125,6.215762136
65768.844,5.904106894
47642.328,5.864845393
53461.191,5.878015974
49999,6.228190402
75967.703,6.621288304
42874.426,5.670349917
60115.375,5.878662246
80753.734,6.894564804
35333.266,5.72155963
48853.395,5.836243002
43645.105,5.347173866
43570.715,5.675607169
66071.023,5.778738661
58254.988,6.684228598
42936.305,5.4177353
78453.164,6.635196308
55332.797,6.302475001
61744.781,5.641293459
49910.781,5.774610585
44208.34,5.076686232
96194.805,8.233836605
58386.258,6.198078838
48260.219,5.320918209
55399.465,6.041971111
78313.82,6.370014254
67124.523,5.667144122
89966.508,6.964086013
54473.238,6.312321486
45384.539,5.375282095
62608.52,5.535873888
50666.598,6.202051508
50749.926,5.706030282
69352.32,5.74590093
60749.949,6.508256236
61714.172,5.727177063
47999.398,5.334614639
46699.66,5.83607573
76249.953,5.789856717
51833.152,6.202257149
71822.742,5.567631178
63899.738,5.969614827
59887.898,5.955176889
67374.508,5.827799098
67374.508,5.8614742
49499.098,5.58568923
72374.172,6.449187973
85499.578,5.83779621
58076.117,5.650486518
93499.266,6.131806412
68570.859,5.894647201
49867.449,6.084854386
73999.063,6.017729841
65166.324,5.436623392
79368.758,7.24475808
77734.266,5.887883779
53199.68,5.460593916
93610.367,7.016008307
62999.797,4.634083513
64071.156,5.616253021
63115.176,5.532961
65062.164,5.622498865
40681.68,5.996895215
66374.578,6.139403435
61833.211,5.311154973
60964.223,5.782419304
78181.688,5.930764323
55537.906,5.777195526
83181.492,5.699734124
58999.098,6.049869651
54332.902,6.14392201
49641.93,5.450251145
90554.938,6.308534576
56537.805,5.634819073
80097.836,5.989982851
77999.883,6.560355844
56713.617,5.608458097
71249.25,6.12637941
56499.348,5.535869394
66416.234,6.446944736
50117.633,5.523534951
71762.375,5.921609778
58713.414,5.157300866
39999,5.252053986
51999.801,5.526973854
52999.703,4.518196179
65999.602,6.100218715
74151.234,5.616353155
60714.238,4.913322536
83263.555,6.263315639
65920.664,6.337239179
72965.242,6.692607998
59889.719,5.597411437
81487.836,6.368685337
39999,5.730032956
76249.945,5.839013427
62499.832,6.047709121
50181.801,5.821580178
47499.5,5.14816492
63340.688,6.038767826
59234.371,6.591578857
57114.672,5.398822426
47610.59,5.608969248
53713.914,5.222765858
60562.461,5.683436337
60576.883,5.511428174
63124.793,5.692430165
65902.828,5.407463112
61049.93,5.47545079
48374.324,6.140354896
59999,5.813439306
54999.5,6.05331909
43228.523,5.496985905
84829.703,6.224431361
78912.891,5.632766338
67624.492,5.903619448
55768.652,4.183072213
56999.301,5.533067357
55799.418,5.574986247
54883.234,5.035305234
39704.941,5.242315927
91885.289,6.819135331
56124.387,5.810844023
46785.355,4.946711466
54749.523,5.761212616
71517.086,7.044120639
60749.949,7.943490915
60531.215,5.151513699
83557.352,6.692103813
46456.02,4.497347951
66456.094,6.254885941
59950.461,5.821727139
50333.301,5.360988899
63656.004,5.440548465
66954.078,5.657962844
59999,5.500914109
75624.977,5.938760364
63817.926,5.976750539
63874.742,5.61580347
62142.715,5.012925586
42499.5,5.829709458
59099.09,5.085049611
68785.125,5.725601273
53555.199,5.343806978
49649.07,5.771669944
56999.301,6.402755407
59999,5.416584777
49999,5.786628764
50749.926,5.468653541
51874.813,5.170436156
45624.875,5.485916827
62113.492,5.79789374
55922.484,6.209687915
47154.742,4.826815694
47236.395,5.439990503
48999.199,6.041082158
73908.164,5.545609881
62911.57,6.669141569
57777,5.883529951
58099.188,5.689415969
104264.53,7.650302164
61799.879,5.628591176
88499.461,6.199702837
57665.898,6.072725207
54199.578,5.661609509
60937.434,5.553764321
67499.5,6.674140417
71699.219,5.965530292
64043.207,6.310988788
52272.5,6.245063292
55922.484,5.775994505
62356.984,5.702097308
56332.699,4.966469339
43209.883,5.677256419
59209.609,6.380336205
48356.473,4.915175849
45583.215,5.801606266
81447.109,5.098573548
86332.883,5.912473853
59784.734,5.49557257
64606.836,5.440057586
73234.414,5.971097667
65076.586,6.527047858
64256.473,5.765992596
80218.242,6.221421255
82788.148,5.514943438
78078.234,6.243391842
53749.625,5.76258114
61699.887,5.97865358
57249.273,5.839353364
74356.188,5.702636859
74677.594,5.988331965
58234.469,5.446847296
98999.031,7.519813493
34658.16,5.37382278
66954.086,6.120465408
66499.563,5.367761577
67041.195,6.011449605
62538.293,5.75723279
64071.156,6.815398415
55124.488,5.25329735
55199.48,4.662218889
77166.578,6.210664988
72642.016,6.074749065
53749.625,5.905825088
48124.375,4.993450907
56070.824,5.108506431
86649.195,6.806335249
85728.734,6.021773407
67303.859,6.71076159
53374.664,5.587906595
59499.051,5.37281
75227.266,6.649949602
59582.379,5.435010568
63499.762,6.04317987
63899.742,5.934197302
60357.121,5.941945575
55999.402,5.162374086
37999.398,5.385193825
60999.934,6.309198612
60149.988,5.938152865
72419.172,5.939203968
45666.531,4.571826625
77499.898,5.766180076
54666.203,5.393296597
62307.539,6.66931977
64178.297,6.643935676
63937.238,5.673264746
59641.895,6.180824604
51888.699,5.331006922
73499.102,5.398733424
66928.109,5.739296769
63340.688,5.822143702
64874.672,5.383543796
83333,4.67690839
53999.602,5.471654708
44582.418,6.032231221
49771.77,5.858466694
79999.797,6.726926023
47749.449,5.632520968
54999.504,5.640916212
59999,6.027529004
89802.039,6.047955615
52199.777,5.860061208
59999,5.543479932
50428.527,5.433014648
48181.184,5.575552959
56999.301,5.733309155
68249.453,5.824073829
47666.133,6.344693815
65911.375,6.136911795
62142.711,5.214589573
56090.297,5.985521987
98160.844,6.512019371
86552.57,6.714222748
60999.934,5.859924376
61499.902,6.197461634
75999.961,6.580578919
55142.344,6.173816388
53999.602,5.719906271
94361.969,6.681244678
50199.98,6.101915552
42332.867,5.373113515
71749.211,6.656054842
63099.793,6.183501601
54864.379,5.36457176
45540.434,4.915691479
58841.223,6.34774676
77556.719,6.59630113
46238.883,4.855854843
103999.84,7.255576723
55052.125,5.950469597
53199.68,6.257486208
45699.859,6.257820432
55199.477,4.510990735
76323.477,6.363048158
46785.355,5.432156022
66456.094,6.008502177
59499.047,5.335695253
57999.199,5.756558496
62249.852,6.246379425
57899.207,5.494568584
68699.414,6.417764386
64099.727,5.245048022
51399.859,5.624523167
78749.852,6.182187443
54130.02,4.980535403
57874.215,5.475861751
67124.523,5.452352733
60999.934,5.251066185
84821.039,6.348041913
37749.449,6.030771045
62735.113,5.772373325
71211.75,6.465787212
48749.25,5.58479221
61999.867,5.863983897
54726.801,5.752412909
77243.5,6.217413344
47793.559,5.035456134
84814.422,6.597687491
68142.313,6.290025926
43332.668,4.91603991
55132.82,5.635877447
80826.836,6.010227479
66345.727,5.757400369
59847.5,5.830077185
77564,6.483584942
63399.773,5.66906129
58665.801,6.006051815
57374.262,6.025064592
46710.184,4.706279434
64965.184,5.721501734
65599.625,6.027797038
65832.945,6.003757554
92691.602,6.360871299
80227.063,5.678542939
47249.547,5.106159985
66099.594,5.390480089
65249.648,6.515092958
65422.715,5.345977262
78181.695,6.147669515
81964.008,6.379026806
54221.801,5.825436334
49899.02,5.581848728
103970.43,6.551594761
83499.656,5.562101524
58999.098,5.001242094
63636.121,6.067318596
52249.777,5.706671585
58599.141,5.626610668
61874.875,5.170227724
77352.844,5.762503839
57272,5.344480661
42060.992,4.441285938
107211.25,7.119626744
69345.531,6.748554637
55499.453,6.10549867
62743.719,6.223813939
63642.613,5.796370196
64687.188,6.148162508
57499.246,5.313200396
58999.102,6.248233833
52962.664,6.07253639
91626.125,6.569343781
64333.043,5.319144402
46874.625,5.13712047
65924.602,6.318941051
72899.141,6.306653802
62374.844,5.263803081
43415.984,5.474079654
65492.59,6.339061132
65999.602,5.571295824
43499.301,5.678524505
79404.586,6.232188972
74999,5.770086628
64499.699,5.601202996
69374.375,6.593106562
52249.773,5.606431018
74999,6.086652329
83249.672,6.054843226
69114.773,5.819278379
49784.758,5.806369247
67908.563,5.948309669
57749.227,6.159004547
66428.141,6.314819187
61499.898,6.993167309
68582.758,7.415775118
37499.5,6.512840132
44999,6.453580442
65499.633,6.566521188
69272.109,5.307879703
56836.051,5.550018219
60456.492,5.952220225
79166.5,5.864526001
34082.516,6.109241074
55666.102,5.571279648
48832.566,5.936088328
53999.602,6.191708439
52899.711,6.538095481
50899.91,5.843928384
68999.398,5.943335389
84769.719,6.86222231
65134.273,6.00111064
72408.266,6.431897949
46874.625,6.637393936
52249.777,6.688866314
101373.57,7.248063341
49427.684,6.097804035
50645.098,5.674920767
43899.219,5.364610511
49832.367,5.297128397
62884.422,6.274475309
71952.328,6.405383462
83369.227,6.602544139
34806.73,5.647914821
55845.566,6.114655581
63954.285,5.906034982
61968.617,5.865631545
53499.652,5.063827576
64256.473,5.425700386
45999.801,4.647811827
69684.141,6.268438332
50571.371,5.882625272
57499.254,6.209060779
61333.242,5.979330025
65249.652,5.337255238
69749.352,5.305580949
47749.449,6.212731806
71999.203,6.033170895
43499.301,7.846118054
43915.883,7.519683748
44284.855,5.814731074
62124.859,6.312399815
80237.883,6.955513001
43449.313,5.714090225
29999,5.77227518
61166.59,5.568640778
54624.539,6.344996084
65249.648,6.424656329
54666.199,6.487238698
77890.508,6.364728341
56332.699,6.223308585
48213.645,4.865406132
64583.027,5.387536803
68999.398,6.138665605
41110.891,5.29655514
48332.668,6.03906726
67037.992,6.134348984
55399.461,6.441269158
45499.898,6.075725344
67249.516,6.825398205
68134.07,5.876826281
100711.35,7.069386723
50199.98,6.365923992
50624.938,4.716122462
64928.242,5.43329384
79210.359,5.980849718
49499.098,5.566253284
47367.945,5.779941739
54999.5,5.456798128
68624.422,5.955382888
45833.168,5.702010181
63954.281,6.004752598
49399.117,6.095806655
37624.477,5.406365931
43332.664,5.655052539
57399.262,5.498883981
55454,6.063399253
53636,6.199641387
52999.699,4.915999248
69936.836,6.317417922
49320.563,5.560094145
42499.5,6.060705442
76219.461,6.925568936
37142.43,5.26984884
51470.441,4.937871397
73912.867,7.046814025
38999.203,6.349047436
51818,6.092172907
44749.051,5.135689124
82684.117,6.896264649
53599.641,6.324601218
50636.301,5.765330145
42934.195,5.682865572
72165.852,5.173880742
45999.801,6.048005154
73624.086,6.191468053
54199.578,6.367986542
55908.504,6.101138584
68124.461,6.759852585
56022.125,5.658466992
43499.297,6.274216475
69374.375,6.702171306
53199.68,5.964779812
64874.676,6.572491676
70874.273,6.175034251
56544.801,5.773967308
59999,6.432592554
66562.063,6.14751108
43124.375,5.82932023
36499.699,6.867487683
33749.25,5.684386035
77849.883,5.094373698
58362.801,5.9063866
35568.066,5.458630992
56289.695,5.77803151
34374.125,5.934286637
70499.297,6.128628806
56110.496,5.783329402
62454.383,5.890390162
68061.961,6.316258581
50857.059,5.332267049
44405.898,5.641871439
33362.73,3.650918631
64038.191,6.08875388
52444.199,5.63664451
44832.363,5.716541247
42999.398,5.303567301
56332.699,5.473402704
56999.301,6.014947681
60283.766,5.844084836
37332.867,5.876057978
42332.867,5.306733184
92958.469,6.143233265
51454.402,5.31779655
66083.516,6.38537692
46442.02,4.309064466
63374.777,5.288465613
48749.25,5.811653145
57284.984,5.243633397
46437.211,4.749540634
46166.43,6.047837156
56399.359,6.622967218
51999.801,5.9385642
81596.961,6.814467144
64178.293,6.026103899
47499.5,6.006737432
42499.5,5.412025487
34832.367,5.921564268
95066.766,6.70157739
61925.547,6.584871933
58999.098,6.606573578
56499.352,6.297714093
60999.934,5.252039698
68035.18,5.016822312
64249.719,6.302259289
43999.199,6.285787254
30874.826,6.163356023
72749.148,6.151047871
43124.375,6.087715153
38665.934,5.678981624
68499.43,6.408039019
73927.641,6.158457459
41499.699,6.008328883
48399.32,4.639531252
61538.359,6.004955179
54791.188,6.014761521
59699.027,6.366269206
65117.305,6.524302898
41699.66,5.526827954
89159.742,6.854735699
55332.801,5.561008925
68863.047,6.075747562
43586.238,5.469190423
55570.871,5.838561364
65928.18,5.556412423
39249.148,6.105276073
56666,5.87696301
56110.5,5.57262984
66852.992,6.21603392
46999.602,5.885556565
51555.398,4.888319638
74346.867,6.011831303
55307.16,6.889287858
105169.29,6.834281913
42166.234,5.30391277
40333.266,5.804588271
75192.297,5.197477506
49249.152,5.929387227
56578.289,5.849405183
63999.73,5.975696406
58749.121,5.94860477
61124.926,5.112682755
89999.398,6.820775076
65463.922,6.480494798
50538.406,5.308101529
62749.82,6.525560708
79749.813,5.854290872
54272.301,5.728316576
54360.027,5.602528882
46749.652,5.496802958
49749.051,5.667419806
71768.445,6.104497124
51999.801,5.57064129
55499.445,6.246938086
62318.027,6.817012065
75912.367,6.486064637
85356.727,7.054279845
45499.898,5.298363774
61799.879,6.688088186
84589.172,6.687465477
48749.25,6.207162288
64499.699,5.563578489
40624.875,6.142933475
126749.93,7.609416605
66230.352,6.22737142
44249.148,5.548310604
63599.758,5.673701209
43749.246,6.7284185
32499.5,5.317545091
65874.609,5.890517496
75980.352,5.716383228
32765.84,4.504166196
69299.383,6.551575215
46999.598,5.703595512
48665.938,4.758631117
58832.449,5.661615715
53094.93,4.586819203
62833.145,6.728146887
59892.629,6.325477523
49624.074,6.951655839
69332.711,6.460461018
71999.195,5.883197158
64749.684,6.139028246
48749.25,5.608728205
63345.93,5.94766734
63333.113,5.703503749
84351.477,6.199684259
42027.301,4.572796444
57443.699,6.22070964
48234.648,5.937404956
23356.471,6.279659397
43862.863,5.534978878
41315.527,5.80266893
44353.969,5.955190592
152727.22,8.279454199
60153.051,5.9625334
46499.699,5.647036113
55599.438,4.770084127
47499.5,5.912441705
30178.535,4.999308182
52631.313,5.811975657
29735.893,5.447058578
83552.289,7.030039718
40937.313,5.487228278
54408.648,5.053650219
40142.828,4.998304113
76735.289,6.210202811
54642.395,5.768346772
28268.578,5.883055898
57114.668,5.62313519
62560.805,6.550122496
47499.5,5.323516201
26666.334,5.302299674
40340.84,5.813772712
61922.141,5.563075014
54538.008,5.257754097
41874.625,5.288341682
45624.875,5.870853176
55424.988,6.125389685
75393.688,6.390001372
19249.148,5.16632366
47249.551,5.127798604
41764.355,5.159406482
43570.715,5.563771143
42367.945,5.76497546
47221.777,4.740238961
39552.656,5.208632216
51416.523,5.64509062
36089.527,5.186436656
26099.779,5.156949715
51249.879,5.981327857
38862.863,6.570327381
30080.629,4.203919177
48124.359,5.67597126
40555.445,5.007962168
35714.145,5.483222904
54817.699,6.349962227
29999,5.123245924
41944.055,4.701702705
46370.695,5.935252174
36749.648,5.769050114
29499.1,4.553647305
27499.5,5.013437947
48635.637,4.953184282
37338.242,4.94842732
56700.211,6.245223346
46590.59,5.240458768
29552.658,5.96040546
46071.215,4.814660188
53162.949,5.383066445
101973.6,7.379477306
15999.8,4.745402668
37726.727,5.079385202
42142.43,4.859712965
49614.461,5.435962152
33927.781,6.118404638
38962.621,5.317645612
53749.621,6.38809909
45108.672,5.576480955
47179.051,5.58067057
50384.578,5.093591713
49544.547,6.139303802
51521.586,5.462149817
28124.359,5.946754973
33354.59,5.257968099
52285.484,5.537830113
37499.5,5.900611053
50963.758,6.178785416
48699.258,5.125189857
47499.5,5.184440209
43109.133,5.705840621
29165.834,4.965849319
46814.152,4.93298143
12811.937,4.823267256
50754.641,5.622675977
38665.934,6.24997721
70478.273,6.049562826
32624.475,5.387134522
22840.34,4.868037706
47934.195,5.990463622
42861.746,5.908192402
34721.281,5.00905333
32058.412,5.201453836
42916.082,5.249832981
45795.297,5.350051347
38025.711,4.807542597
40166.633,5.355879599
51111,5.218653249
48094.621,6.224517968
41071.215,5.106980322
52526.063,6.115994257
51742.25,5.798321873
49090.086,5.416007261
46874.621,5.915476207
55471.152,6.240083046
34999,5.08256443
42142.426,5.749964526
25294.059,5.414121124
59381.781,6.241081934
33048.172,5.314060817
35937.313,5.921561438
49223.293,6.215671154
38967.957,4.82267912
52236.617,5.276615433
43408.41,5.499218948
24078.131,4.879228983
28702.963,5.825123381
43653.113,5.731695676
39806.73,5.739829006
67231.656,6.908093397
52282.383,5.347174736
25454.455,4.043037624
47499.5,5.06271557
49443.555,5.712394066
95433.969,6.656008833
55483.324,5.40515852
32867.074,5.629822499
23392.178,4.607272971
29284.857,4.900396939
45833.164,4.87815484
51388.75,5.585240771
32726.73,5.360495306
39544.543,5.551205469
51666.5,6.568070171
32953.953,5.341954796
42499.5,6.056880129
49999,5.293810464
44050.918,5.84010009
44037.652,5.403790657
56541.012,6.280048496
37953.953,5.828965681
28927.785,4.505316853
52999.699,6.537880371
64473.387,5.977439159
61781.133,5.665417353
53728.441,5.643653694
39999,5.855108154
68124.461,5.331025917
69749.344,5.753434342
44106.32,5.738456048
42425.984,5.41346263
45499.898,5.760417951
59499.051,5.066550593
51351.215,5.570899086
64687.188,6.223411588
55704.129,5.75152389
47793.555,5.45450375
28314.555,5.625814197
54642.395,5.365018625
36764.352,6.04011746
12999.4,5.330755597
66428.141,6.073698188
40324.012,4.681251782
67635.859,6.485552685
31071.213,2.987715684
43231.063,5.233082828
70515.172,5.53340353
49749.047,4.571330504
35992.449,4.080277757
51304.219,4.936401425
36249.75,4.438388713
24165.832,3.557523468
60029.641,5.202089148
37433.023,4.237934694
53165.828,5.026859166
52272.5,4.44049239
64721.906,4.786552055
40166.633,4.73506725
28599.279,3.69526997
30192.27,4.25094575
39183.945,4.55437473
36455.848,4.118454428
16817.818,4.041975303
30299.939,3.88522159
39499.102,4.838082829
30576.807,4.1169636
41093.531,4.718070283
45531.809,4.806282132
44999,4.306823594
44538.566,4.529350447
52187.281,5.178029962
43226.477,4.539895622
50192.289,5.038797133
55823.594,4.783939513
54230.344,5.068854857
42655.719,4.83867389
64159.016,5.586852063
29999,2.971013829
25366.898,4.412038319
30920.869,3.878628389
33244.031,4.208469751
29661.766,4.169980751
52274.453,5.329825805
64647.578,5.807424847
41973.289,3.893359546
42317.719,4.701349579
36911.383,3.788046921
39894.855,4.182712401
46416.383,4.856502948
36666.332,5.340871006
61377.457,5.63272377
34624.074,2.298337841
60416.637,4.795579404
41323.266,4.50815278
32904.824,4.340505435
41809.984,4.515102264
42231.695,4.928062902
67691.039,5.743488942
47309.059,4.116456029
18451.691,3.602894685
51044.199,4.878383794
43225.16,3.966853314
51896.363,4.977235063
45518.762,5.681003144
34026.973,4.491358725
38647.918,4.204939292
41296.035,4.653893677
38499.293,4.859383449
49999,5.935789659
33124.375,4.673462437
42749.449,5.988273129
77499.898,6.043301042
51799.816,5.594490081
41826.559,5.80682353
72374.172,5.642622959
54215.262,6.707070272
68734.711,7.277037254
52413.551,5.118910212
57999.203,6.547497369
61928.441,6.095907625
74141.906,5.671188028
76639.273,6.506395374
114452.55,7.547964137
64687.188,5.94236561
34624.078,5.542671214
54570.969,4.843714013
64999.668,5.99495033
111396.6,7.802905074
86173.797,6.507661766
55285.184,6.590664449
80859.141,6.431343051
62999.801,7.631890255
51363.5,6.379497366
47249.551,5.303774992
60749.953,6.328512109
35961.344,4.92834453
49832.367,7.005006945
45714.145,5.725573048
61312.41,5.754149839
65999.594,5.917848138
54486.73,5.735423648
48140.398,5.695802266
96119.852,6.891261288
59654.207,5.736148727
60624.957,6.142248285
44544.547,5.516682006
48408.41,5.880544635
42999.398,5.425607175
75992.609,6.797636041
57472.938,5.632183871
61928.441,5.076585914
35555.445,5.573526478
58465.82,5.77633956
69106.539,7.074495918
46521.434,6.01855383
34999,5.018467413
63656.008,5.70181481
55749.422,5.107080141
51999.797,5.63043427
84999.602,6.568784016
40416.582,5.044883067
36874.625,6.047800056
39842.781,4.520065431
45318.117,5.187743552
36428.285,4.670807997
49749.047,5.336086449
55624.438,5.973067539
54249.578,5.085630267
39999,5.21192228
64561.551,5.661146704
45099.98,5.819106961
58952.59,5.751730036
46374.727,5.255603735
48561.789,6.071975773
28124.375,5.107382609
71537.695,7.058091937
58570.57,5.703508356
65624.625,5.407096359
68999.398,6.543776302
98076,7.91212901
79650.977,7.124402608
59332.402,6.026625135
53823.148,5.217522921
58588.887,5.681617921
102583.23,7.609348267
54332.898,6.272009866
48653.113,5.361532852
53957.938,5.252904585
69699.352,6.066297242
43610.391,4.989377637
41666.332,5.120798387
51914.703,5.406753148
44499.098,5.421328366
61281.73,5.778564291
63681.574,6.159379015
57209.805,5.678653525
44999,6.448362782
47999.398,5.482434517
36249.75,5.635116112
64151.508,6.215643224
57691.539,5.977978016
72809.148,7.278703308
55199.48,6.03467501
56749.324,5.789982174
86888.414,6.995149736
60899.938,5.796999564
47082.914,5.719387318
41249.75,6.179129561
54679.531,5.384707885
64965.883,5.816152972
37499.5,5.287267129
43408.41,5.715865528
69811.844,5.853638038
78766.977,6.634166417
55657.328,6.01417507
46666.332,5.764624473
63686.195,5.971536927
46624.676,5.263738203
49781.652,5.114770081
45999.797,5.198795407
50523.758,5.760216175
89181.281,6.492263745
35629.504,3.897760819
68697.5,5.875456805
103822.48,6.768643997
62402.75,5.978796501
102554.15,6.708238306
72575.578,5.402989028
94404.648,5.610758335
45945.758,4.815880731
98414.781,6.429909236
58411.855,5.827196476
89794.734,6.38423574
117852.43,7.207506438
65351.918,5.235600419
99755.383,6.555025169
71292.156,4.59376353
86110.664,6.37978849
47499.5,5.206495488
84334.664,6.339532601
74757.086,5.586850913
66597.805,5.963195726
52068.758,5.405753936
64840.586,7.182004401
84721.836,6.555419358
74249.047,6.004526625
78921.414,6.763710615
79999.797,6.967557631
96249.148,7.361083687
114467.51,8.183502835
83671.531,6.547963083
148652.91,8.600854934
157191.64,8.478232594
93978.828,6.732684688
57399.262,5.749675634
74199.055,6.659828822
92671.703,6.832920059
87499.5,7.407730688
89322.344,7.422751986
147843.92,8.309965651
106249.75,8.315118178
85713.859,6.648752783
108012.5,7.312596304
52058.617,5.237712323
83556.203,6.801303478
88440.641,7.158479547
84210.156,6.908844985
78333.195,6.664317333
74249.055,6.777869841
155696.09,8.00005771
97033.016,6.632503008
82291.375,6.60157987
121211.27,8.71921054
81896.273,6.368739455
63088.027,6.573215966
134687.11,6.940087491
108593.41,7.305921406
86280.039,6.827872725
91737.836,6.609725861
86914.414,6.652236027
38058.281,5.309652514
82386.07,6.503261383
